"cliente_sk","nome_cliente","cognome_cliente","citta","regione","data_ultimo_ordine","data_primo_ordine","numero_ordini","fatturato_totale","scontrino_medio","importo_massimo_ordine","totale_prodotti_acquistati","num_prodotti_distinti","num_categorie_distinte"
14481,"Venancio","Cilea","Bozzolo","Lombardia","2025-05-09","2024-06-14","5","2923.76","487.2933333333333333","922.14","6","6","4"
14482,"Patrizio","Luria","Isola Maggiore","Abruzzo","2025-07-20","2024-10-23","4","6514.82","930.6885714285714286","2057.66","8","6","4"
14483,"Donatello","Borsellino","Capitan Loreto","Umbria","2025-09-07","2025-09-07","1","1491.16","745.5800000000000000","971.90","2","2","2"
14484,"Liliana","Terragni","Caresana","Molise","2025-08-21","2024-01-31","6","14636.20","975.7466666666666667","2327.36","18","14","8"
14485,"Danilo","Roero","Nureci","Veneto","2024-08-07","2024-02-21","2","1472.21","736.1050000000000000","1410.20","2","2","2"
14486,"Amalia","Ferrari","Voltre","Calabria","2025-06-08","2023-11-26","3","7236.72","904.5900000000000000","1671.34","11","8","6"
14487,"Damiano","Zanazzo","Rocca Santa Maria","Piemonte","2025-07-26","2023-11-23","8","15578.87","973.6793750000000000","2345.74","18","12","7"
14488,"Martina","Marenzio","Valera Fratta","Puglia","2025-09-15","2024-05-02","10","21046.17","956.6440909090909091","2850.36","31","18","7"
14489,"Gianpietro","Bellini","Pontelatone","Sicilia","2025-07-25","2024-07-18","4","6909.31","987.0442857142857143","1997.72","8","7","5"
14490,"Girolamo","Marangoni","Castellone Di Boiano","Basilicata","2025-09-03","2024-06-10","5","11184.75","1016.7954545454545455","2707.84","13","11","7"
14491,"Barbara","Calgari","Nosate","Toscana","2025-10-02","2025-10-02","1","4570.19","1142.5475000000000000","1505.00","6","4","3"
14492,"Gianfranco","Fuseli","Vialba","Calabria","2024-11-09","2024-07-17","3","4405.71","734.2850000000000000","1173.21","7","6","5"
14493,"Alderano","Nolcini","Solonghello","Campania","2025-10-29","2024-04-04","9","13654.01","910.2673333333333333","1728.09","18","15","8"
14494,"Leone","Ruffini","Bacoli","Umbria","2025-09-27","2024-01-28","8","19136.65","1063.1472222222222222","3854.79","22","14","7"
14495,"Damiano","Bellò","Peccioli","Calabria","2024-11-02","2024-01-06","4","2878.98","719.7450000000000000","1163.68","5","3","3"
14496,"Giulio","Gremese","Longano","Sardegna","2025-10-20","2023-12-05","5","8238.40","915.3777777777777778","1505.00","11","7","4"
14497,"Rosa","Bosio","Pietramontecorvino","Lombardia","2025-06-30","2024-04-03","8","11519.41","1151.9410000000000000","2707.84","12","9","7"
14498,"Alfio","Trevisan","Celico","Sicilia","2025-09-21","2024-01-29","4","11038.10","1003.4636363636363636","2316.50","14","10","8"
14499,"Alberto","Bacosi","Altavilla Irpina","Molise","2024-08-24","2024-03-09","3","2741.92","548.3840000000000000","1158.25","5","5","4"
14500,"Edoardo","Rosiello","Saline Ioniche","Umbria","2025-06-21","2023-12-21","5","11479.17","1147.9170000000000000","3945.90","12","9","6"
14501,"Piero","Parmitano","Zoldo Alto","Sicilia","2025-10-24","2024-02-13","6","10940.41","994.5827272727272727","2184.38","15","10","6"
14502,"Giulia","Gonzaga","San Paolo Di Jesi","Trentino-Alto Adige","2025-10-04","2025-07-24","2","3269.90","1089.9666666666666667","1698.06","4","3","2"
14503,"Graziella","Basadonna","Barga","Lazio","2025-07-10","2024-03-08","5","13812.36","1062.4892307692307692","2850.36","14","12","7"
14504,"Raimondo","Vidoni","Colli Di Montebove","Emilia-Romagna","2025-10-26","2024-05-10","4","9054.55","905.4550000000000000","2165.96","13","9","6"
14505,"Dario","Niscoromni","Triggiano","Sardegna","2025-08-27","2024-01-28","6","10378.56","943.5054545454545455","2968.84","16","10","7"
14506,"Alina","Orsini","Natile Nuovo","Umbria","2024-08-19","2024-03-03","3","3834.40","639.0666666666666667","1187.54","6","6","4"
14507,"Melissa","Letta","Hone","Trentino-Alto Adige","2025-10-24","2024-01-19","5","6528.28","725.3644444444444444","1819.04","10","8","5"
14508,"Eva","Oliboni","Savignano Di Rigo","Puglia","2025-10-08","2023-11-29","8","9937.26","1242.1575000000000000","2209.48","11","8","6"
14509,"Laureano","Morricone","Capezzano Monte","Marche","2025-09-05","2024-04-09","4","7938.13","992.2662500000000000","2115.16","10","6","4"
14510,"Paola","Errigo","Fondachello","Lombardia","2025-02-04","2024-01-07","3","5958.28","993.0466666666666667","2630.60","8","6","5"
14511,"Lucio","Correr","Preselle Sergardi","Puglia","2025-07-05","2024-09-24","4","14294.64","1021.0457142857142857","3172.73","18","12","7"
14512,"Mauro","Necci","Montesilvano Spiaggia","Lazio","2025-02-17","2024-08-12","4","9580.04","1368.5771428571428571","3430.23","12","7","6"
14513,"Lisa","Roth","Piana Degli Albanesi","Umbria","2025-07-08","2024-07-04","4","4173.43","463.7144444444444444","1158.25","12","8","6"
14514,"Vittorio","Romiti","Orgnano","Toscana","2025-08-07","2024-09-11","3","1246.87","311.7175000000000000","445.08","5","3","3"
14515,"Pina","Nitti","Montecerboli","Basilicata","2025-09-12","2023-11-19","3","5243.48","873.9133333333333333","2345.74","8","6","6"
14516,"Ferdinando","Valguarnera","Marana","Abruzzo","2025-03-29","2024-01-28","7","12894.02","1172.1836363636363636","4275.54","16","9","6"
14517,"Fredo","Villadicani","Corbiolo","Marche","2025-03-01","2023-12-07","10","19178.83","1128.1664705882352941","4061.76","23","13","7"
14518,"Rosario","Farina","Pruno Di Stilves","Emilia-Romagna","2025-10-29","2024-03-17","6","12168.09","1014.0075000000000000","2607.14","15","11","7"
14519,"Fiamma","Flaiano","Candela","Umbria","2025-07-31","2023-12-12","4","9366.54","1170.8175000000000000","4275.54","13","8","5"
14520,"Flavio","Carosone","Vignolo","Molise","2025-07-15","2024-02-29","5","17110.87","1555.5336363636363636","4453.26","16","10","7"
14521,"Nico","Cocci","Spadafora","Abruzzo","2025-09-23","2023-11-23","11","17419.68","870.9840000000000000","4275.54","23","15","7"
14522,"Federigo","Poerio","Campora","Liguria","2024-01-02","2024-01-02","1","998.86","998.8600000000000000","998.86","1","1","1"
14523,"Ermanno","Cuda","Polverigi","Sardegna","2025-02-28","2023-11-30","3","4838.39","691.1985714285714286","1104.74","7","7","5"
14524,"Marissa","Endrizzi","Grand Villa","Campania","2024-05-19","2024-01-14","4","15460.21","1189.2469230769230769","2009.06","16","11","6"
14525,"Nina","Vigliotti","Salina'","Trentino-Alto Adige","2025-07-25","2024-04-19","4","2527.26","631.8150000000000000","1335.98","5","4","3"
14526,"Marcello","Grassi","Rio Di Pusteria","Molise","2025-05-29","2025-04-15","2","3916.55","979.1375000000000000","1172.87","4","4","4"
14527,"Fabrizia","Guinizzelli","Amalfi","Liguria","2025-09-03","2024-01-12","8","17906.30","1193.7533333333333333","2968.84","19","13","6"
14528,"Silvio","Cociarelli","Alesso","Abruzzo","2025-10-25","2024-08-17","4","7863.91","982.9887500000000000","1671.34","12","8","6"
14529,"Sabatino","Bembo","Cacciano","Abruzzo","2025-07-31","2024-07-28","2","1138.82","569.4100000000000000","752.10","2","2","2"
14530,"Germana","Mocenigo","Magre' Di Schio","Umbria","2025-04-10","2024-09-06","2","1727.01","575.6700000000000000","1100.34","4","3","3"
14531,"Graziano","Turrini","Vezzano","Molise","2025-05-29","2023-12-31","9","17357.96","913.5768421052631579","3518.61","26","13","7"
14532,"Vito","Borromeo","San Costantino Di Rivello","Veneto","2025-11-17","2024-04-01","4","6411.09","801.3862500000000000","1249.54","8","8","5"
14533,"Fiamma","Civaschi","Marcianise","Molise","2025-10-29","2025-03-13","6","12456.95","958.2269230769230769","2651.20","15","12","7"
14534,"Margherita","Innocenti","Casalbagliano","Friuli-Venezia Giulia","2025-06-11","2024-10-06","5","10701.27","764.3764285714285714","1425.18","17","13","8"
14535,"Martina","Salvini","Santa Croce Bigolina","Lombardia","2025-08-05","2023-12-03","7","13925.79","696.2895000000000000","1259.32","20","18","8"
14536,"Tonia","Caccianemico","Pfulters","Molise","2025-04-23","2024-06-17","5","4531.51","503.5011111111111111","1092.19","9","9","6"
14537,"Gastone","Staglieno","Mediis","Friuli-Venezia Giulia","2025-04-20","2025-04-20","1","2209.48","2209.4800000000000000","2209.48","2","1","1"
14538,"Giuseppina","Venturi","Cappelletta","Calabria","2025-10-02","2025-05-29","4","4297.64","716.2733333333333333","1172.87","6","6","4"
14539,"Marta","Stefanelli","Pignano","Abruzzo","2025-06-02","2024-07-28","2","1984.46","661.4866666666666667","1425.18","3","3","3"
14540,"Costantino","Palumbo","Pugliola","Lombardia","2025-03-28","2023-12-01","7","20262.90","1013.1450000000000000","2820.40","23","17","8"
14541,"Giacobbe","Ossola","Maiolo","Calabria","2025-09-10","2024-02-01","2","4919.88","983.9760000000000000","2630.60","6","5","3"
14542,"Donatello","Bragadin","Sozzigalli","Valle d'Aosta","2025-09-27","2023-12-30","5","13038.26","1185.2963636363636364","2280.29","14","9","7"
14543,"Daria","Bonino","Castelluzzo","Sardegna","2025-07-22","2023-12-15","4","2134.03","355.6716666666666667","855.56","6","5","4"
14544,"Marissa","Munari","La Fiora","Friuli-Venezia Giulia","2025-08-28","2024-03-12","4","4012.50","501.5625000000000000","909.52","9","8","5"
14545,"Maria","Trapanese","Scarlino Stazione","Sardegna","2025-07-16","2024-01-11","7","21594.67","1439.6446666666666667","2766.42","23","10","7"
14546,"Giorgio","Camanni","Casone Carpinelli","Trentino-Alto Adige","2025-07-03","2023-12-04","9","15738.73","874.3738888888888889","2850.36","23","14","8"
14547,"Zaira","Savorgnan","Minoprio","Umbria","2025-11-15","2024-01-09","8","11133.50","695.8437500000000000","1719.28","17","13","8"
14548,"Loredana","Alfieri","Vicomoscano","Umbria","2025-10-27","2024-09-19","2","4036.96","807.3920000000000000","1163.68","5","5","5"
14549,"Alessandra","Cusano","Porto Potenza Picena","Abruzzo","2025-09-07","2024-03-04","3","3800.62","633.4366666666666667","1158.25","8","6","3"
14550,"Lina","Pertini","Ratschings","Toscana","2024-12-30","2023-11-18","4","7248.11","1035.4442857142857143","2200.68","8","6","4"
14551,"Osvaldo","Pizziol","Montegallo","Sardegna","2024-04-05","2024-04-05","1","3818.14","1909.0700000000000000","2630.60","3","2","2"
14552,"Severino","Asprucci","Loiano","Sicilia","2025-10-18","2024-04-09","5","10092.02","1121.3355555555555556","2766.42","13","9","6"
14553,"Annalisa","Montalcini","Ospedaletto Di Rimini","Molise","2024-01-27","2023-11-24","2","2144.95","714.9833333333333333","1143.41","3","3","3"
14554,"Emma","Salvini","Putzu Idu","Umbria","2025-10-07","2024-08-25","8","11616.07","829.7192857142857143","1265.36","15","9","6"
14555,"Vincentio","Baglioni","Budditogliu","Piemonte","2025-06-19","2023-11-22","6","11236.10","1123.6100000000000000","2607.14","13","9","7"
14557,"Maura","Antonacci","Tamai","Abruzzo","2025-07-08","2023-12-15","3","9455.06","1350.7228571428571429","3469.31","11","7","7"
14558,"Ernesto","Accardo","Casette","Basilicata","2025-04-01","2023-11-24","4","8561.35","1070.1687500000000000","2630.60","13","8","6"
14559,"Claudio","Maderna","Vallecrosia","Emilia-Romagna","2025-08-16","2023-11-19","7","9704.76","646.9840000000000000","1484.42","16","13","8"
14561,"Massimo","Donini","Ortodonico","Emilia-Romagna","2025-11-14","2024-12-27","6","13788.02","1149.0016666666666667","2707.84","19","11","6"
14562,"Lilla","Puccini","Asinara Cala D'Oliva","Emilia-Romagna","2025-10-05","2024-04-10","3","5864.46","977.4100000000000000","1711.12","7","5","5"
14563,"Napoleone","Rocca","Peccioli","Sicilia","2025-11-02","2024-06-07","6","15040.65","835.5916666666666667","2651.20","22","13","7"
14564,"Lodovico","Zacco","Monforte Marina","Veneto","2025-06-13","2023-12-18","9","11740.36","838.5971428571428571","2099.01","17","11","5"
14565,"Santino","Parmitano","Camaiore","Molise","2024-06-14","2024-03-17","2","7330.46","1221.7433333333333333","3339.72","9","6","4"
14566,"Valentina","Pizzamano","Rossino","Puglia","2025-10-10","2023-11-20","7","23234.13","1290.7850000000000000","3854.79","27","13","7"
14567,"Jacopo","Storladi","Moschella","Lombardia","2024-11-21","2023-12-30","5","10746.48","1194.0533333333333333","4275.54","12","7","5"
14568,"Nino","Acerbi","Madonna Degli Angeli","Lombardia","2025-06-12","2024-01-31","8","8175.52","908.3911111111111111","2651.20","12","8","6"
14569,"Susanna","Pizzo","Giais","Calabria","2025-04-26","2024-10-03","2","4493.89","898.7780000000000000","1557.78","7","5","4"
14570,"Amedeo","Foà","San Leonardo In Passiria","Puglia","2024-09-26","2023-12-20","5","7717.27","1102.4671428571428571","2449.97","9","6","4"
14571,"Stella","Platini","Sampeyre","Lombardia","2025-01-01","2024-10-21","4","4569.54","571.1925000000000000","1284.93","9","7","5"
14572,"Biagio","Foa","Pompei","Abruzzo","2025-10-06","2024-04-18","5","8260.42","1032.5525000000000000","1410.20","8","8","5"
14573,"Allegra","Errigo","Pestarena","Toscana","2024-12-02","2024-01-24","3","4090.86","818.1720000000000000","1410.20","5","4","3"
14574,"Ansaldo","Modugno","Collemaggiore","Basilicata","2025-04-18","2025-04-18","1","2116.35","1058.1750000000000000","1303.57","2","2","2"
14575,"Annibale","Soderini","Bastardo","Marche","2025-08-19","2025-08-19","1","3283.20","820.8000000000000000","1353.92","5","4","2"
14576,"Carolina","Turati","Mottella","Valle d'Aosta","2025-11-04","2024-06-11","2","3537.12","884.2800000000000000","1353.92","4","4","4"
14577,"Dario","Tomasini","Sant'Onofrio","Veneto","2025-09-23","2024-06-09","2","3479.54","695.9080000000000000","1220.68","5","5","4"
14578,"Greca","Cerutti","Borgetto","Sicilia","2025-11-12","2023-11-18","10","11845.72","740.3575000000000000","1261.76","16","13","7"
14579,"Ciro","Fanucci","Accorneri","Lazio","2025-09-15","2024-02-01","6","9630.41","1203.8012500000000000","3430.23","12","7","5"
14580,"Vanessa","Scotto","Castelpoggio","Calabria","2025-08-30","2024-02-02","6","9791.21","815.9341666666666667","1557.78","14","10","7"
14581,"Loretta","Crispi","Silvi Marina","Puglia","2025-04-26","2024-03-05","7","14390.42","1027.8871428571428571","3491.04","21","14","7"
14582,"Antonina","Giradello","Goldrai","Basilicata","2025-06-24","2023-12-04","6","11649.00","1059.0000000000000000","3551.31","14","10","5"
14583,"Pierina","Mimun","Burgeis","Basilicata","2025-09-12","2025-09-12","1","998.86","998.8600000000000000","998.86","1","1","1"
14584,"Nadia","Franscini","Tricase Porto","Marche","2025-05-20","2024-10-30","3","3542.91","708.5820000000000000","1172.87","5","5","5"
14585,"Gabriella","Nadi","Selva Di Fasano","Campania","2025-09-29","2024-11-19","5","11862.72","1482.8400000000000000","2607.14","11","8","6"
14586,"Maria","Impastato","Caneva","Friuli-Venezia Giulia","2025-03-11","2024-07-11","4","4160.29","1040.0725000000000000","2226.48","5","4","4"
14587,"Amedeo","Pelli","Castelgrande","Puglia","2025-04-11","2024-04-24","3","2878.66","719.6650000000000000","1315.30","4","4","3"
14588,"Pasquale","Barese","Signa","Abruzzo","2025-09-03","2024-04-16","5","7795.07","649.5891666666666667","2165.96","14","11","6"
14589,"Augusto","Cheda","Ospedalicchio Di Bastia Umbra","Veneto","2025-08-16","2024-03-22","7","21014.11","1106.0057894736842105","3005.75","26","15","7"
14590,"Enrico","Molesini","Viatosto","Lombardia","2025-09-06","2025-09-06","1","4391.94","878.3880000000000000","1844.28","6","5","5"
14591,"Serafina","Brunello","Untervintl","Umbria","2025-10-04","2023-12-15","5","9341.57","934.1570000000000000","1908.61","13","9","5"
14592,"Alessandro","Ottino","Borgo A Cascia","Liguria","2025-09-30","2024-02-16","5","6697.46","669.7460000000000000","1193.04","12","9","7"
14593,"Leone","Calgari","Osimo Stazione","Abruzzo","2025-08-11","2024-01-21","3","7928.65","880.9611111111111111","2327.36","12","9","7"
14594,"Giacomo","Cilibrasi","Trecate","Lombardia","2025-09-29","2023-11-26","7","10532.86","752.3471428571428571","2518.64","15","13","7"
14595,"Giuliana","Casarin","Alberona","Sardegna","2025-11-06","2023-12-17","5","9241.89","924.1890000000000000","1711.12","11","9","6"
14596,"Jacopo","Merisi","Somano","Umbria","2025-09-06","2024-05-04","5","14075.19","879.6993750000000000","2592.13","22","13","7"
14597,"Paloma","Manolesso","San Leonardo Di Linarolo","Lombardia","2025-08-18","2024-08-28","5","7516.45","751.6450000000000000","1728.09","11","10","6"
14598,"Gastone","Bacosi","Macchia Valfortore","Lazio","2025-11-10","2024-01-18","5","8962.13","1280.3042857142857143","2569.86","9","7","6"
14599,"Raffaella","Gangemi","San Menaio","Molise","2025-09-17","2024-04-26","7","12110.09","865.0064285714285714","2316.50","16","13","7"
14600,"Benedetto","Marconi","Carolei","Emilia-Romagna","2025-10-11","2024-12-14","3","3181.04","1060.3466666666666667","1172.87","4","3","2"
14601,"Mariana","Sermonti","Piantedo","Piemonte","2025-09-02","2024-06-24","6","6721.21","746.8011111111111111","2084.85","10","8","5"
14602,"Nedda","Magrassi","Favischio","Lazio","2025-05-14","2024-02-13","3","2989.63","747.4075000000000000","1325.60","4","4","4"
14603,"Melina","Duse","Pawigl","Piemonte","2025-10-25","2024-04-22","5","12051.49","1506.4362500000000000","2968.84","14","7","7"
14604,"Milena","Doglioni","Novafeltria","Marche","2025-03-04","2023-12-11","7","21143.52","1409.5680000000000000","4453.26","23","12","5"
14605,"Milena","Troisi","Borgo Grappa","Sardegna","2025-10-16","2024-01-21","9","13027.45","766.3205882352941176","2327.36","19","16","8"
14606,"Francesca","Contrafatto","Boltiere","Molise","2025-08-21","2023-11-23","7","16193.98","1012.1237500000000000","3491.04","20","13","6"
14607,"Edoardo","Mattarella","Cavasagra Di Vedelago","Veneto","2025-10-08","2023-12-28","7","12522.69","894.4778571428571429","1425.18","15","11","6"
14608,"Rita","Giannuzzi","Portalbera","Trentino-Alto Adige","2025-05-02","2024-01-25","5","10185.90","925.9909090909090909","1504.21","12","11","7"
14609,"Lara","Gucci","Montesano Salentino","Trentino-Alto Adige","2025-06-24","2025-06-24","1","3890.06","972.5150000000000000","1325.60","5","4","4"
14610,"Nadia","Valier","Ciano Nel Frignano","Friuli-Venezia Giulia","2024-05-14","2024-03-15","2","3139.69","1569.8450000000000000","2507.01","4","2","2"
14611,"Olga","Piccio","Riva'","Piemonte","2025-11-02","2023-12-01","4","11204.29","1400.5362500000000000","2671.78","12","8","6"
14612,"Anita","Dalla","Montalcino","Emilia-Romagna","2025-05-12","2024-05-24","5","13032.25","930.8750000000000000","2209.48","16","11","6"
14613,"Raffaele","Ammaniti","Bovezzo","Molise","2025-09-09","2024-01-29","7","22867.15","1270.3972222222222222","2968.84","26","16","7"
14614,"Gianluigi","Cesaroni","Mezzojuso","Sardegna","2025-11-15","2023-11-19","6","14431.66","1202.6383333333333333","2651.20","17","11","7"
14615,"Ermenegildo","Fibonacci","Floresta","Campania","2025-01-31","2024-04-29","3","3915.45","559.3500000000000000","1325.60","7","7","5"
14616,"Romana","Giannuzzi","Unterplanken","Molise","2025-05-01","2024-04-19","5","10955.37","1217.2633333333333333","3518.61","12","8","4"
14617,"Francesca","Ariosto","Crosia","Liguria","2025-10-29","2024-03-01","6","6240.74","624.0740000000000000","1082.98","10","10","6"
14618,"Angelo","Luzi","Sandra'","Lombardia","2025-10-11","2024-01-24","4","8497.40","708.1166666666666667","1484.42","12","10","7"
14619,"Delfino","Ravaglioli","Certosa Di Pavia","Emilia-Romagna","2025-11-03","2024-01-26","8","18818.98","896.1419047619047619","1997.72","25","16","7"
14620,"Ettore","Cabrini","Borgo Bonsignore","Friuli-Venezia Giulia","2025-09-09","2024-04-02","4","11042.02","1003.8200000000000000","2518.64","13","10","6"
14621,"Tina","Taliercio","Goricizza E Pozzo","Lombardia","2025-06-22","2023-12-26","5","9496.98","1055.2200000000000000","2569.86","11","8","6"
14622,"Michelangelo","Flaiano","Maruggio","Piemonte","2025-11-05","2024-01-21","7","12068.29","1005.6908333333333333","2707.84","15","11","8"
14623,"Antonella","Trevisani","Valeggio Sul Mincio","Emilia-Romagna","2025-05-13","2023-12-01","5","8979.44","748.2866666666666667","1897.83","15","10","6"
14624,"Gloria","Castioni","Bondeno","Liguria","2025-09-23","2024-07-28","5","11268.44","1252.0488888888888889","2630.60","11","8","6"
14625,"Pierluigi","Argento","Campiglione","Piemonte","2025-09-27","2024-01-30","5","11627.42","894.4169230769230769","1706.02","17","10","6"
14626,"Giorgio","Zacchia","Girardi","Lombardia","2025-11-14","2024-03-26","5","11394.37","949.5308333333333333","2968.84","15","12","7"
14627,"Torquato","Brambilla","Montecelio","Emilia-Romagna","2025-08-09","2024-04-26","5","8289.09","828.9090000000000000","3342.68","13","9","6"
14628,"Benito","Prada","Sammontana","Lombardia","2025-07-31","2024-02-18","5","6708.49","745.3877777777777778","2566.68","12","8","5"
14629,"Zaira","Calarco","Brongio","Trentino-Alto Adige","2025-11-05","2024-12-09","5","12417.94","1379.7711111111111111","3316.49","13","9","6"
14630,"Danilo","Tomasini","Vela","Abruzzo","2025-08-29","2023-12-13","4","6043.08","1007.1800000000000000","1484.42","6","5","4"
14631,"Adamo","Roncalli","Inarzo","Piemonte","2025-04-18","2024-01-15","6","6647.88","511.3753846153846154","1325.60","15","9","6"
14632,"Renata","Mazzocchi","Vieste","Friuli-Venezia Giulia","2025-03-30","2024-02-18","4","5484.25","609.3611111111111111","1484.42","11","8","7"
14633,"Ramona","Metella","Cesarolo","Veneto","2025-09-27","2024-01-05","5","5604.33","622.7033333333333333","1056.14","10","8","6"
14634,"Elvira","Sorrentino","Pedagaggi","Piemonte","2025-10-14","2024-02-15","6","11195.62","861.2015384615384615","4061.76","16","11","7"
14635,"Dionigi","Casini","Villa Cipresso","Puglia","2025-10-12","2025-01-10","5","13701.89","1141.8241666666666667","2766.42","22","11","7"
14636,"Claudio","Fabrizi","Limpiddu","Veneto","2025-10-01","2023-12-25","5","7395.02","924.3775000000000000","1819.04","9","7","5"
14637,"Ugolino","Raimondi","Sprumaro","Marche","2025-01-13","2024-01-14","4","10608.00","1060.8000000000000000","1425.18","11","9","6"
14638,"Virgilio","Mazzacurati","Abbatesse","Lombardia","2025-05-26","2024-12-11","3","6048.29","1209.6580000000000000","1844.28","7","5","4"
14639,"Fabio","Barbarigo","Tribogna","Abruzzo","2025-10-19","2024-03-10","7","15552.74","864.0411111111111111","1719.28","24","15","7"
14640,"Mariana","Gasperi","Fabbrico","Molise","2025-08-05","2024-01-28","3","5081.49","846.9150000000000000","1410.20","6","6","6"
14641,"Bianca","Munari","Cusercoli","Puglia","2025-06-30","2024-05-21","4","5527.20","921.2000000000000000","1284.93","6","5","4"
14642,"Mirco","Esposito","Grottole","Lazio","2025-04-13","2023-11-29","4","10091.65","1261.4562500000000000","2569.86","11","8","6"
14643,"Rosaria","Leonetti","Casanova Del Morbasco","Calabria","2025-11-05","2024-01-19","10","18955.00","947.7500000000000000","2165.96","22","17","8"
14644,"Griselda","Donini","Gavinana","Basilicata","2025-11-02","2023-12-09","9","28908.11","1256.8743478260869565","3248.94","30","19","8"
14645,"Paoletta","Maffei","Biassa","Marche","2025-01-25","2024-03-07","3","5157.64","859.6066666666666667","1546.18","8","6","3"
14646,"Orlando","Barberini","Monguzzo","Basilicata","2024-11-12","2024-01-03","3","8959.45","895.9450000000000000","2316.50","15","9","5"
14647,"Gianpaolo","Bernetti","Prata Di Principato Ultra","Toscana","2025-03-25","2024-08-06","5","11248.54","1249.8377777777777778","2651.20","12","9","5"
14648,"Giuliano","Colletti","Tarantasca","Molise","2025-04-30","2024-11-21","3","4887.44","1221.8600000000000000","1659.85","6","4","4"
14649,"Gabriella","Colletti","Lizzano Pistoiese","Friuli-Venezia Giulia","2025-05-22","2024-04-02","4","7655.88","1275.9800000000000000","4453.26","10","6","5"
14650,"Guarino","Brichese","Castelluccio Di Moscheda","Veneto","2025-07-10","2023-12-16","6","13171.29","1097.6075000000000000","2850.36","19","12","8"
14651,"Annibale","Tencalla","La Spezia","Basilicata","2025-08-02","2024-02-27","6","7193.30","799.2555555555555556","2216.07","11","9","5"
14652,"Mariano","Farinelli","Acerenza","Basilicata","2025-03-30","2024-03-23","4","9422.36","1046.9288888888888889","2996.58","13","8","4"
14653,"Marcello","Tassoni","Porcari","Lombardia","2025-03-30","2024-05-04","4","7853.27","981.6587500000000000","2565.32","12","8","7"
14654,"Emma","Quasimodo","Olba","Piemonte","2025-08-12","2024-03-09","5","12577.63","1257.7630000000000000","3854.79","15","9","7"
14655,"Tullio","Beccaria","Faeto","Marche","2025-05-11","2024-04-01","7","9617.50","801.4583333333333333","1732.77","13","10","6"
14656,"Irma","Liguori","Lottulo","Valle d'Aosta","2025-08-30","2024-06-22","7","13363.61","1027.9700000000000000","2286.82","15","9","4"
14657,"Roman","Fallaci","Torvaianica","Veneto","2025-10-09","2024-03-15","9","22237.90","1058.9476190476190476","3474.75","29","15","7"
14658,"Augusto","Badoer","Musigliano","Piemonte","2025-11-10","2024-02-03","8","17252.49","1014.8523529411764706","2630.60","21","11","5"
14659,"Emma","Basadonna","Vedeseta","Basilicata","2025-10-12","2023-12-22","6","9352.68","850.2436363636363636","3491.04","16","11","7"
14660,"Enzio","Marenzio","Potenzoni","Campania","2025-08-20","2023-12-06","6","9784.12","978.4120000000000000","2327.36","11","9","6"
14661,"Camillo","Bertoni","Cannero Riviera","Umbria","2025-08-04","2024-02-15","4","4857.09","693.8700000000000000","1173.21","7","6","3"
14662,"Greco","Gargallo","Villate","Abruzzo","2025-06-27","2024-02-20","5","6435.86","1072.6433333333333333","1808.15","8","5","5"
14663,"Gianmarco","Schiavone","Dubbione","Campania","2025-08-11","2024-07-07","5","12523.85","1043.6541666666666667","2630.60","16","9","5"
14664,"Daniele","Panicucci","Revigliasco","Trentino-Alto Adige","2025-10-11","2024-07-28","4","10593.41","963.0372727272727273","2518.64","13","8","6"
14665,"Enzo","Carpaccio","Molise","Trentino-Alto Adige","2025-06-08","2025-06-08","1","2009.06","2009.0600000000000000","2009.06","2","1","1"
14666,"Nadia","Foà","Gnocca","Lombardia","2025-07-08","2024-02-08","4","7732.55","966.5687500000000000","3491.04","13","7","5"
14667,"Alessio","Bosurgi","Pfatten","Abruzzo","2023-12-10","2023-12-10","1","1325.60","1325.6000000000000000","1325.60","1","1","1"
14668,"Mauro","Vecoli","Gardolo","Veneto","2025-10-22","2024-05-06","6","10544.47","958.5881818181818182","2165.96","14","10","7"
14669,"Carla","Montanariello","St. Justina/Eppan","Basilicata","2025-08-18","2024-02-13","5","14100.31","940.0206666666666667","3854.79","19","15","7"
14670,"Sylvia","Forza","Villanovafranca","Abruzzo","2025-10-23","2023-12-17","8","13724.26","807.3094117647058824","2165.96","18","16","7"
14671,"Barbara","Pagnotto","Pellizzano","Sicilia","2025-10-16","2024-07-24","3","4866.56","973.3120000000000000","1557.78","7","4","3"
14672,"Fabia","Tartini","Castel De' Conti","Molise","2025-10-26","2023-12-08","11","29175.02","1215.6258333333333333","2569.86","32","18","8"
14673,"Arnaldo","Dandolo","Quarantoli","Lombardia","2025-08-18","2024-05-06","4","3285.70","657.1400000000000000","1029.07","5","5","2"
14674,"Fausto","Mondaini","Torralba","Molise","2025-11-08","2023-12-24","7","15339.32","958.7075000000000000","2507.01","20","13","8"
14675,"Amanda","Bernini","Musei","Toscana","2025-09-08","2024-02-27","4","1677.69","279.6150000000000000","920.53","10","4","3"
14676,"Ludovico","Calgari","Salmour","Molise","2025-08-04","2024-03-05","4","9901.20","1100.1333333333333333","2712.23","14","8","6"
14677,"Augusto","Perozzo","Ponte Giurino","Emilia-Romagna","2025-07-18","2023-11-30","6","15414.71","1401.3372727272727273","4275.54","19","10","8"
14678,"Maurilio","Travaglia","Montecreto","Campania","2025-01-25","2024-03-13","5","8682.47","1085.3087500000000000","1997.72","11","8","5"
